sample_id,source_dataset,task_category,rubric_id,rubric_dimension,atomic_rubric_item,max_score,scoring_rule_2,scoring_rule_1,scoring_rule_0,criticality,negative_rule
L-003,self_authored_core_40,consultation,L-003-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-004,self_authored_core_40,consultation,L-004-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-004,self_authored_core_40,consultation,L-004-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-004,self_authored_core_40,consultation,L-004-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-004,self_authored_core_40,consultation,L-004-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-004,self_authored_core_40,consultation,L-004-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-005,self_authored_core_40,consultation,L-005-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-005,self_authored_core_40,consultation,L-005-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-005,self_authored_core_40,consultation,L-005-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-005,self_authored_core_40,consultation,L-005-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-005,self_authored_core_40,consultation,L-005-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-006,self_authored_core_40,consultation,L-006-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-006,self_authored_core_40,consultation,L-006-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-006,self_authored_core_40,consultation,L-006-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-006,self_authored_core_40,consultation,L-006-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-006,self_authored_core_40,consultation,L-006-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-007,self_authored_core_40,consultation,L-007-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-007,self_authored_core_40,consultation,L-007-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-007,self_authored_core_40,consultation,L-007-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-007,self_authored_core_40,consultation,L-007-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-007,self_authored_core_40,consultation,L-007-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-008,self_authored_core_40,consultation,L-008-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-008,self_authored_core_40,consultation,L-008-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-008,self_authored_core_40,consultation,L-008-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-008,self_authored_core_40,consultation,L-008-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-008,self_authored_core_40,consultation,L-008-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-009,self_authored_core_40,consultation,L-009-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-009,self_authored_core_40,consultation,L-009-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-009,self_authored_core_40,consultation,L-009-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-009,self_authored_core_40,consultation,L-009-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-009,self_authored_core_40,consultation,L-009-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-010,self_authored_core_40,consultation,L-010-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-010,self_authored_core_40,consultation,L-010-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-010,self_authored_core_40,consultation,L-010-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-010,self_authored_core_40,consultation,L-010-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-010,self_authored_core_40,consultation,L-010-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-011,self_authored_core_40,consultation,L-011-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-011,self_authored_core_40,consultation,L-011-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-011,self_authored_core_40,consultation,L-011-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-011,self_authored_core_40,consultation,L-011-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-011,self_authored_core_40,consultation,L-011-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-012,self_authored_core_40,consultation,L-012-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-012,self_authored_core_40,consultation,L-012-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-012,self_authored_core_40,consultation,L-012-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-012,self_authored_core_40,consultation,L-012-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-012,self_authored_core_40,consultation,L-012-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-013,self_authored_core_40,consultation,L-013-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-013,self_authored_core_40,consultation,L-013-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-013,self_authored_core_40,consultation,L-013-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-013,self_authored_core_40,consultation,L-013-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-013,self_authored_core_40,consultation,L-013-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-014,self_authored_core_40,consultation,L-014-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-014,self_authored_core_40,consultation,L-014-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-014,self_authored_core_40,consultation,L-014-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-014,self_authored_core_40,consultation,L-014-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-014,self_authored_core_40,consultation,L-014-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-015,self_authored_core_40,consultation,L-015-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-015,self_authored_core_40,consultation,L-015-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-015,self_authored_core_40,consultation,L-015-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-015,self_authored_core_40,consultation,L-015-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-015,self_authored_core_40,consultation,L-015-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-016,self_authored_core_40,consultation,L-016-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-016,self_authored_core_40,consultation,L-016-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-016,self_authored_core_40,consultation,L-016-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-016,self_authored_core_40,consultation,L-016-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-016,self_authored_core_40,consultation,L-016-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-017,self_authored_core_40,consultation,L-017-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-017,self_authored_core_40,consultation,L-017-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-017,self_authored_core_40,consultation,L-017-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-017,self_authored_core_40,consultation,L-017-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-017,self_authored_core_40,consultation,L-017-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-018,self_authored_core_40,consultation,L-018-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-018,self_authored_core_40,consultation,L-018-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-018,self_authored_core_40,consultation,L-018-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-018,self_authored_core_40,consultation,L-018-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-018,self_authored_core_40,consultation,L-018-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-019,self_authored_core_40,consultation,L-019-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-019,self_authored_core_40,consultation,L-019-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-019,self_authored_core_40,consultation,L-019-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-019,self_authored_core_40,consultation,L-019-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-019,self_authored_core_40,consultation,L-019-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-020,self_authored_core_40,consultation,L-020-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-020,self_authored_core_40,consultation,L-020-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-020,self_authored_core_40,consultation,L-020-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-020,self_authored_core_40,consultation,L-020-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-020,self_authored_core_40,consultation,L-020-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-021,self_authored_core_40,consultation,L-021-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-021,self_authored_core_40,consultation,L-021-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-021,self_authored_core_40,consultation,L-021-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-021,self_authored_core_40,consultation,L-021-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-021,self_authored_core_40,consultation,L-021-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-022,self_authored_core_40,consultation,L-022-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-022,self_authored_core_40,consultation,L-022-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-022,self_authored_core_40,consultation,L-022-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-022,self_authored_core_40,consultation,L-022-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-022,self_authored_core_40,consultation,L-022-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-023,self_authored_core_40,consultation,L-023-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-023,self_authored_core_40,consultation,L-023-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-023,self_authored_core_40,consultation,L-023-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-023,self_authored_core_40,consultation,L-023-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-023,self_authored_core_40,consultation,L-023-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-024,self_authored_core_40,consultation,L-024-R01,Missing Facts Awareness,是否识别回答前必须补充的关键事实，而不是直接下结论。,2,覆盖主要缺失事实,只笼统说信息不足,未识别事实不足或直接结论,high,premature_conclusion
L-024,self_authored_core_40,consultation,L-024-R02,Clarification Quality,追问是否具体、必要、不过量。,2,追问覆盖主体、证据、时间、程序等关键点,追问有方向但遗漏关键点,追问泛泛、无关或诱导,medium,generic_questions
L-024,self_authored_core_40,consultation,L-024-R03,Conditional Reasoning,是否基于不同事实条件给出条件化分析。,2,清楚给出若/则式分析,有条件化但不完整,武断承诺结果,high,overclaim
L-024,self_authored_core_40,consultation,L-024-R04,Risk Coverage,是否提示证据、时效、管辖、程序或人审风险。,2,覆盖主要风险点,仅提示部分风险,缺少风险提示,high,missing_evidence_warning
L-024,self_authored_core_40,consultation,L-024-R05,Hallucination & Overclaim Control,是否避免虚构法条、案例、机构流程和过度承诺。,2,无虚构且语气克制,无明显虚构但略绝对,虚构依据或过度承诺,high,fabricated_citation_or_overclaim
L-025,self_authored_core_40,case_analysis,L-025-R01,Conclusion Quality,是否给出清晰且条件化的结论。,2,结论明确并说明条件,结论有但缺条件,无结论或武断结论,high,premature_conclusion
L-025,self_authored_core_40,case_analysis,L-025-R02,Key Fact Extraction,是否提取影响法律定性的关键事实。,2,覆盖主要事实和争议焦点,提取部分事实但漏关键,事实摘要错误或缺失,high,missing_facts
L-025,self_authored_core_40,case_analysis,L-025-R03,Fact-Rule Application,是否把法律规则正确适用于事实。,2,规则与事实对应清楚,有规则但适用较弱,规则和事实脱节,high,weak_fact_rule_application
L-025,self_authored_core_40,case_analysis,L-025-R04,Legal Grounding,是否给出法律依据方向且可复核。,2,依据方向准确且不虚构,依据较笼统但无明显错误,引用虚构或错误依据,high,unverified_basis
L-025,self_authored_core_40,case_analysis,L-025-R05,Risk / Edge Case Coverage,是否说明证据、时效、例外和剩余不确定性。,2,覆盖主要风险和例外,提示部分风险,未提示关键风险,medium,missing_procedure_warning
L-026,self_authored_core_40,case_analysis,L-026-R01,Conclusion Quality,是否给出清晰且条件化的结论。,2,结论明确并说明条件,结论有但缺条件,无结论或武断结论,high,premature_conclusion
L-026,self_authored_core_40,case_analysis,L-026-R02,Key Fact Extraction,是否提取影响法律定性的关键事实。,2,覆盖主要事实和争议焦点,提取部分事实但漏关键,事实摘要错误或缺失,high,missing_facts
L-026,self_authored_core_40,case_analysis,L-026-R03,Fact-Rule Application,是否把法律规则正确适用于事实。,2,规则与事实对应清楚,有规则但适用较弱,规则和事实脱节,high,weak_fact_rule_application
L-026,self_authored_core_40,case_analysis,L-026-R04,Legal Grounding,是否给出法律依据方向且可复核。,2,依据方向准确且不虚构,依据较笼统但无明显错误,引用虚构或错误依据,high,unverified_basis
L-026,self_authored_core_40,case_analysis,L-026-R05,Risk / Edge Case Coverage,是否说明证据、时效、例外和剩余不确定性。,2,覆盖主要风险和例外,提示部分风险,未提示关键风险,medium,missing_procedure_warning
L-027,self_authored_core_40,case_analysis,L-027-R01,Conclusion Quality,是否给出清晰且条件化的结论。,2,结论明确并说明条件,结论有但缺条件,无结论或武断结论,high,premature_conclusion
L-027,self_authored_core_40,case_analysis,L-027-R02,Key Fact Extraction,是否提取影响法律定性的关键事实。,2,覆盖主要事实和争议焦点,提取部分事实但漏关键,事实摘要错误或缺失,high,missing_facts
L-027,self_authored_core_40,case_analysis,L-027-R03,Fact-Rule Application,是否把法律规则正确适用于事实。,2,规则与事实对应清楚,有规则但适用较弱,规则和事实脱节,high,weak_fact_rule_application
